Feature	Importance
상담건수_R6M	32.432159423828125
연체잔액_B0M	32.42743682861328
여유_Pet이용금액	32.17066955566406
회원여부_이용가능	32.11663055419922
인입월수_IB_R6M	32.09412384033203
카드론이용월수_누적	31.96513557434082
정상입금원금_B0M	31.819374084472656
쇼핑_편의점_이용금액	31.787240982055664
이용금액_R3M_체크	31.756906509399414
인입일수_ARS_R6M	31.751176834106445
이용개월수_CA_R12M	31.60468101501465
상환개월수_결제일_R3M	31.427505493164062
이용금액_할부_R3M	31.398210525512695
연체원금_B1M	31.36985969543457
정상입금원금_B2M	31.200956344604492
할인금액_B0M	31.19362449645996
증감율_이용건수_신판_분기	31.109424591064453
이용건수_간편결제_R3M	30.88908576965332
이용후경과월_할부_무이자	30.834293365478516
수신거부여부_SMS	30.590641021728516
잔액_신판최대한도소진율_r6m	30.471294403076172
컨택건수_카드론_청구서_R6M	30.45431137084961
이용가능카드수_신용체크	29.970352172851562
교통_철도버스이용금액	29.9639949798584
상향가능한도금액	29.79380226135254
유효카드수_신용_가족	29.7132511138916
잔액_카드론_B3M	29.654884338378906
이용가능카드수_신용	29.623659133911133
포인트_적립포인트_R3M	29.598716735839844
이용개월수_카드론_R12M	29.593318939208984
이용개월수_할부_무이자_R12M	29.53957176208496
정상입금원금_B5M	29.36930274963379
RV최소결제비율	29.208938598632812
잔액_할부_무이자_B0M	28.935298919677734
컨택건수_이용유도_LMS_R6M	28.907316207885742
이용건수_할부_R3M	28.9056339263916
이용건수_체크_B0M	28.645645141601562
카드론이용건수_누적	28.14875602722168
_3순위업종_이용금액	28.07113265991211
이용금액_R3M_신용_가족	28.03165054321289
이용개월수_B페이_R6M	27.861309051513672
선입금원금_B2M	27.817108154296875
이용카드수_신용	27.61635971069336
_1순위교통업종_이용금액	27.54132652282715
이용건수_신판_B0M	27.500974655151367
이용개월수_일시불_R12M	27.42645835876465
이용후경과월_할부	27.270414352416992
홈페이지_선결제건수_R6M	27.20233154296875
이용건수_CA_R12M	27.108444213867188
일시불ONLY전환가능여부	27.07063865661621
이용개월수_신용_R3M	27.0046443939209
이용건수_체크_R3M	26.881925582885742
RP건수_렌탈_B0M	26.670761108398438
변동률_잔액_일시불_B1M	26.657827377319336
할인건수_R3M	26.35934066772461
RP건수_B0M	26.242843627929688
증감율_이용건수_체크_전월	26.0599365234375
금액_할부전환_R3M	25.8680477142334
인입일수_ARS_B0M	25.862586975097656
이용개월수_신용_R6M	25.762420654296875
IB문의건수_결제일변경_R6M	25.679779052734375
쇼핑_온라인_이용금액	25.663022994995117
이용개월수_할부_유이자_R3M	25.50359344482422
이용금액_페이_온라인_R3M	25.49127769470215
교통_주유이용금액	25.40227699279785
방문횟수_앱_R6M	25.393367767333984
이용가능카드수_체크	25.25906753540039
할부금액_무이자_6M_R12M	25.221988677978516
이용거절여부_카드론	25.17784881591797
RP후경과월_통신	25.108673095703125
인입횟수_IB_R6M	24.97589111328125
이용가능카드수_신용_가족	24.9342098236084
방문횟수_PC_R6M	24.92860984802246
홈페이지_선결제건수_R3M	24.60927391052246
